Location,Latitude,Longitude,Neighborhood,Community,Ward,Emergency,Day,Tow_Zone,Date,Time
4139 BLAISDELL AVE S,44.9276618958,-93.2791290283,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4139 GIRARD AVE N,45.0309066772,-93.29703521729999,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
414 OLIVER AVE N,44.982059478800004,-93.3070678711,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
4141 GIRARD AVE N,45.030990600600006,-93.2971038818,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4142 DIGHT AVE S,44.9272079468,-93.2216262817,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4142 UPTON AVE N,45.030769,-93.314589,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4143 GIRARD AVE N,45.0311050415,-93.2971038818,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4145 22ND AVE S,44.9272918701,-93.24080657959999,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
4145 5TH AVE S,44.927230835,-93.2688293457,Bryant,Powderhorn,8,Xerxes,3,5,02/25/2018,00:00
4146 16TH AVE S,44.9271888733,-93.2511749268,Bancroft,Powderhorn,8,Xerxes,2,6,02/24/2018,00:00
4146 27TH AVE S,44.9273529053,-93.23343658450001,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4147 ALDRICH AVE N,45.0306243896,-93.28941345209999,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4147 GIRARD AVE N,45.031242370600005,-93.29711151120001,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4148 ALDRICH AVE N,45.030891418500005,-93.2894058228,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4148 PLEASANT AVE,44.927227020299995,-93.2831192017,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4149 23RD AVE S,44.9275283813,-93.23873901370001,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
415 20TH AVE NE,45.0085792542,-93.2606277466,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
415 43RD ST E,44.9251937866,-93.2695083618,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
415 7TH ST SE,44.988883,-93.246641,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
415 9TH AVE NE,44.9984359741,-93.2607955933,St. Anthony West,Northeast,3,Xerxes,3,2,02/25/2018,00:00
4150 COLFAX AVE S,44.9271507263,-93.2920684814,East Harriet,Southwest,10,Xerxes,2,5,02/24/2018,00:00
4151 11TH AVE S,44.9273109436,-93.25875091549999,Bancroft,Powderhorn,8,Xerxes,3,6,02/25/2018,00:00
4153 PILLSBURY AVE,44.9269256592,-93.28170776370001,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4156 SNELLING AVE S,44.9272193909,-93.2206573486,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4158 SNELLING AVE S,44.927165985100004,-93.2206115723,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
416 2ND AVE SE,44.9878616333,-93.2522354126,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
416 34TH ST W,44.9413642883,-93.28525543209999,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
416 6TH AVE SE,44.9852142334,-93.2465362549,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
416 6TH ST SE,44.9875793457,-93.24738311770001,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
416 7TH AVE SE,44.984696,-93.244837,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
416 8TH AVE SE,44.984229,-93.243403,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
4166 BRYANT AVE N,45.031337738000005,-93.2906494141,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
417 45TH ST E,44.921546936000006,-93.269744873,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
417 6TH AVE SE,44.985448,-93.246849,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
417 8TH AVE SE,44.984434,-93.243861,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
418 32ND ST E,44.9449958801,-93.26937103270001,Central,Powderhorn,9,Xerxes,2,5,02/24/2018,00:00
418 32ND ST W,44.9447669983,-93.2850952148,Lyndale,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
418 37TH ST W,44.9358940125,-93.285774231,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
418 6TH AVE SE,44.985431671099995,-93.24663543700001,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
418 7TH ST SE,44.988483429,-93.24647521969999,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
418 MORGAN AVE N,44.9821548462,-93.3045196533,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
419 6TH AVE SE,44.985462,-93.246838,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
419 7TH AVE SE,44.9850463867,-93.2447814941,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
42 4TH AVE N,44.9876098633,-93.2704544067,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
420 2ND AVE SE,44.987427000000004,-93.252525,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
420 43RD ST W,44.9250602722,-93.28407287600001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
420 6TH AVE SE,44.9856567383,-93.246421814,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
420 7TH ST SE,44.9885864258,-93.2464675903,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
420 MORGAN AVE N,44.98229599,-93.30450439450001,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
4200 29TH AVE S,44.9267997742,-93.2308807373,Ericsson,Nokomis,12,Xerxes,2,6,02/24/2018,00:00
4200 RUSSELL AVE N,45.03143692020001,-93.31108856200001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4202 1ST AVE S,44.926628112799996,-93.27666473389999,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4202 RUSSELL AVE N,45.03143692020001,-93.31108856200001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4203 45TH ST E,44.9216003418,-93.2126159668,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4204 12TH AVE S,44.926677703900005,-93.2574691772,Northrop,Nokomis,8,Xerxes,2,6,02/24/2018,00:00
4204 PLEASANT AVE,44.9265556335,-93.2831344604,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4205 BRYANT AVE N,45.0317802429,-93.2906265259,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4206 1ST AVE S,44.926612854,-93.2766571045,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4206 RUSSELL AVE N,45.031688690200006,-93.3111572266,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4206 SNELLING AVE S,44.9267234802,-93.22032165530001,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4207 45TH ST E,44.9215965271,-93.21276855469999,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4208 16TH AVE S,44.9266853333,-93.2511672974,Northrop,Nokomis,8,Xerxes,2,6,02/24/2018,00:00
4208 ELLIOT AVE,44.9265174866,-93.26126861569999,Northrop,Nokomis,8,Xerxes,2,6,02/24/2018,00:00
421 11TH AVE SE,44.982860565200006,-93.2395629883,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
421 6TH AVE SE,44.985476,-93.246827,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
421 6TH ST SE,44.987984000000004,-93.247222,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
4210 1ST AVE S,44.9263801575,-93.2766571045,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4210 BRYANT AVE N,45.0319595337,-93.2906799316,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4210 HUMBOLDT AVE N,45.0319023132,-93.2982788086,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4211 45TH ST E,44.9216003418,-93.2126159668,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4211 HUMBOLDT AVE N,45.0316314697,-93.2983627319,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4211 RUSSELL AVE N,45.0317230225,-93.3111953735,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4213 HUMBOLDT AVE N,45.0317230225,-93.2983398438,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4213 HUMBOLDT AVE N,45.0318489075,-93.2983398438,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4214 HUMBOLDT AVE N,45.0321502686,-93.29830932620001,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4217 16TH AVE S,44.9261703491,-93.2511138916,Northrop,Nokomis,8,Xerxes,3,6,02/25/2018,00:00
4217 16TH AVE S,44.9235954285,-93.2510910034,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4217 30TH AVE S,44.9262962341,-93.2295532227,Ericsson,Nokomis,12,Xerxes,3,6,02/25/2018,00:00
422 8TH AVE SE,44.984497070299994,-93.24361419680001,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
4220 1ST AVE S,44.9261360168,-93.27668762209998,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4220 1ST AVE S,44.9261360168,-93.27667999270001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4220 26TH AVE S,44.926147460900005,-93.2346801758,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4220 HUMBOLDT AVE N,45.0323410034,-93.2983474731,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4221 11TH AVE S,44.9262657166,-93.25875091549999,Northrop,Nokomis,8,Xerxes,3,6,02/25/2018,00:00
4221 HUMBOLDT AVE N,45.032043457,-93.2983474731,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4222 1ST AVE S,44.9260597229,-93.27662658690001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4222 BRYANT AVE N,45.032409668,-93.2905502319,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4223 HUMBOLDT AVE N,45.03206634520001,-93.2983398438,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4225 HUMBOLDT AVE N,45.032138824499995,-93.2983322144,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4226 43RD ST E,44.9252166748,-93.2118682861,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4226 HUMBOLDT AVE N,45.0325775146,-93.2982788086,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4227 PILLSBURY AVE,44.9260597229,-93.2818908691,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4228 SNELLING AVE S,44.925971984899995,-93.2199249268,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4229 25TH AVE S,44.9259223938,-93.2359695435,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
423 11TH AVE SE,44.982860565200006,-93.2395629883,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
4230 RUSSELL AVE N,45.032165527299995,-93.31108856200001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4231 11TH AVE S,44.925907135,-93.26000213620001,Northrop,Nokomis,8,Xerxes,3,6,02/25/2018,00:00
4232 22ND AVE S,44.9255371094,-93.2409591675,Standish,Powderhorn,12,Xerxes,2,6,02/24/2018,00:00
4236 ELLIOT AVE,44.9257698059,-93.26126098629999,Northrop,Nokomis,8,Xerxes,2,6,02/24/2018,00:00
4236 QUEEN AVE N,45.0323524475,-93.30960845950001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
424 24TH AVE NE,45.012088775600006,-93.26063537600001,Holland,Northeast,1,Xerxes,2,2,02/24/2018,00:00
424 6TH ST SE,44.987667083699996,-93.24710845950001,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
424 8TH AVE SE,44.98449325560001,-93.24369049069999,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
424 NEWTON AVE N,44.9824905396,-93.3058776855,Harrison,Near North,5,Xerxes,2,3,02/24/2018,00:00
4240 DUPONT AVE N,45.0330352783,-93.2932739258,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4242 1ST AVE S,44.9254646301,-93.2766494751,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4245 19TH AVE S,44.925140380900004,-93.2447280884,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
4245 25TH AVE S,44.925624847399995,-93.2359161377,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
4245 GARFIELD AVE S,44.9253616333,-93.286895752,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4247 19TH AVE S,44.925212860100004,-93.2447280884,Standish,Powderhorn,12,Xerxes,3,6,02/25/2018,00:00
4247 DUPONT AVE N,45.0331878662,-93.293258667,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4248 COLFAX AVE S,44.9253196716,-93.2921295166,East Harriet,Southwest,13,Xerxes,2,5,02/24/2018,00:00
4249 15TH AVE S,44.925559997600004,-93.2536392212,Northrop,Nokomis,8,Xerxes,3,6,02/25/2018,00:00
4249 OAKLAND AVE S,44.9264144897,-93.26644134520001,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
425 34TH ST E,44.941229,-93.26989300000001,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
425 FILLMORE ST NE,44.9940567017,-93.2422409058,Beltrami,Northeast,3,Xerxes,3,2,02/25/2018,00:00
4251 15TH AVE S,44.925380706800006,-93.25366973879999,Northrop,Nokomis,8,Xerxes,3,6,02/25/2018,00:00
4253 OAKLAND AVE S,44.9265022278,-93.266456604,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
426 1ST ST N,44.9876556396,-93.27227783200001,North Loop,Central,3,Xerxes,1,1,02/23/2018,00:00
426 8TH AVE SE,44.9846496582,-93.2433166504,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
427 20TH AVE NE,45.0085792542,-93.26063537600001,Holland,Northeast,1,Xerxes,3,2,02/25/2018,00:00
427 KNOX AVE N,44.9823799133,-93.3019866943,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
427 OLIVER AVE N,44.9825592041,-93.30709838870001,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
427 RUSSELL AVE N,44.9823989868,-93.31114196780001,Harrison,Near North,5,Xerxes,3,3,02/25/2018,00:00
428 33RD ST E,44.943210601800004,-93.26928710940001,Central,Powderhorn,9,Xerxes,2,5,02/24/2018,00:00
428 44TH ST E,44.923320770299995,-93.2691726685,Regina,Nokomis,8,Xerxes,2,5,02/24/2018,00:00
428 6TH ST SE,44.987617492700004,-93.2469024658,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
428 7TH AVE SE,44.984772,-93.244776,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
428 7TH ST SE,44.9884643555,-93.2462921143,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
428 8TH AVE SE,44.9846496582,-93.2433166504,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
429 32ND ST E,44.944796000000004,-93.269441,Central,Powderhorn,9,Xerxes,3,5,02/25/2018,00:00
429 45TH ST E,44.9215698242,-93.2690429688,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
429 8TH AVE SE,44.984716,-93.24378,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
429 9TH ST SE,44.990418,-93.245275,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
430 37TH ST E,44.935981750500005,-93.26895141600001,Central,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
430 TAYLOR ST NE,44.994201660200005,-93.24356842040001,Beltrami,Northeast,3,Xerxes,2,2,02/24/2018,00:00
4300 12TH AVE S,44.9249420166,-93.257522583,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4301 11TH AVE S,44.9250564575,-93.2587814331,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4301 12TH AVE S,44.9249687195,-93.2574539185,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4302 HUMBOLDT AVE N,45.033565521199996,-93.2983474731,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4303 DUPONT AVE N,45.03359985350001,-93.293258667,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4305 15TH AVE S,44.92496490479999,-93.25366973879999,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4308 QUEEN AVE N,45.0338745117,-93.31002044680001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4308 RUSSELL AVE N,45.033706665,-93.31079101559999,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4311 14TH AVE S,44.9247016907,-93.2549362183,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4311 45TH ST E,44.9215583801,-93.21151733399999,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4311 5TH AVE S,44.924655914300004,-93.26887512209998,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
3300 BRYANT AVE N,45.01512146,-93.2905426025,McKinley,Camden,4,Xerxes,2,1,02/24/2018,00:00
4311 DUPONT AVE N,45.0339012146,-93.293258667,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4315 29TH AVE S,44.9246406555,-93.2308120728,Ericsson,Nokomis,12,Xerxes,3,6,02/25/2018,00:00
4315 GIRARD AVE N,45.033744811999995,-93.2970733643,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4315 QUEEN AVE N,45.0336227417,-93.30995178219999,Victory,Camden,4,Xerxes,3,1,02/25/2018,00:00
4316 12TH AVE S,44.9245643616,-93.257484436,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4317 1ST AVE S,44.924648284899995,-93.2765655518,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4318 11TH AVE S,44.9245491028,-93.25877380370001,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4318 WENTWORTH AVE S,44.924404144300006,-93.2805404663,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
432 6TH ST SE,44.9875221252,-93.2468414307,Marcy Holmes,University,3,Xerxes,2,4,02/24/2018,00:00
4320 16TH AVE S,44.924514770500004,-93.2511444092,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4320 ELLIOT AVE,44.924472808800004,-93.2612915039,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4322 HUMBOLDT AVE N,45.0339775085,-93.2983322144,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4323 51ST ST E,44.91065979,-93.2101821899,Minnehaha,Nokomis,12,Xerxes,3,6,02/25/2018,00:00
4324 QUEEN AVE N,45.034099578900005,-93.30981445309999,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4326 PILLSBURY AVE,44.9240341187,-93.2818527222,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4330 40TH AVE S,44.9240684509,-93.2155990601,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
4330 QUEEN AVE N,45.034679412799996,-93.3099594116,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4331 13TH AVE S,44.9241218567,-93.2562255859,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4334 5TH AVE S,44.924114227299995,-93.26890563959999,Regina,Nokomis,8,Xerxes,2,5,02/24/2018,00:00
4334 WENTWORTH AVE S,44.924026489300005,-93.2805786133,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4335 HUMBOLDT AVE N,45.034465789799995,-93.2983474731,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4338 11TH AVE S,44.923671722399995,-93.2587966919,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4340 ELLIOT AVE,44.9237861633,-93.2612915039,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4342 11TH AVE S,44.923606872600004,-93.2587966919,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4344 GIRARD AVE N,45.0346336365,-93.2970428467,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4345 16TH AVE S,44.9235038757,-93.2511062622,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4346 GIRARD AVE N,45.0348396301,-93.2970428467,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4346 QUEEN AVE N,45.0346221924,-93.3094787598,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4349 COLFAX AVE S,44.923427581800006,-93.2920455933,East Harriet,Southwest,13,Xerxes,3,5,02/25/2018,00:00
435 7TH ST SE,44.988858,-93.246323,Marcy Holmes,University,3,Xerxes,3,4,02/25/2018,00:00
4350 LONGFELLOW AVE S,44.9235343933,-93.2448883057,Ericsson,Nokomis,12,Xerxes,2,6,02/24/2018,00:00
4353 HUMBOLDT AVE N,45.035194397,-93.29839324950001,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4353 HUMBOLDT AVE N,45.0348472595,-93.2983627319,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4354 GIRARD AVE N,45.0348625183,-93.2970199585,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4354 HUMBOLDT AVE N,45.035312652600005,-93.2984008789,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4354 HUMBOLDT AVE N,45.0351142883,-93.2983627319,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4355 HUMBOLDT AVE N,45.035312652600005,-93.29839324950001,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
4355 SNELLING AVE S,44.9235191345,-93.21849060059999,Hiawatha,Longfellow,12,Xerxes,3,6,02/25/2018,00:00
4358 GIRARD AVE N,45.035217285200005,-93.2970199585,Webber - Camden,Camden,4,Xerxes,2,1,02/24/2018,00:00
4359 GIRARD AVE N,45.0352592468,-93.29705047610001,Webber - Camden,Camden,4,Xerxes,3,1,02/25/2018,00:00
44 4TH AVE N,44.9875526428,-93.27049255370001,North Loop,Central,3,Xerxes,1,3,02/23/2018,00:00
440 41ST ST E,44.9287338257,-93.2693252563,Bryant,Powderhorn,8,Xerxes,2,5,02/24/2018,00:00
4402 BLAISDELL AVE S,44.923114776599995,-93.2792129517,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4402 PILLSBURY AVE,44.923187255900004,-93.28187561040001,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4402 QUEEN AVE N,45.035762786899994,-93.3104019165,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4403 17TH AVE S,44.9230575562,-93.2498474121,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4404 1ST AVE S,44.923084259,-93.2766342163,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4406 RUSSELL AVE N,45.035358429,-93.31169891360001,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4407 17TH AVE S,44.922996521,-93.24983978270001,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4407 CHOWEN AVE S,44.9227371216,-93.32549285889999,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4408 1ST AVE S,44.9227561951,-93.2766342163,King Field,Southwest,8,Xerxes,2,5,02/24/2018,00:00
4409 17TH AVE S,44.922958374,-93.2498474121,Northrop,Nokomis,11,Xerxes,3,6,02/25/2018,00:00
4409 BEARD AVE S,44.92296981810001,-93.32398223879999,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4409 CLINTON AVE S,44.922908783000004,-93.2715072632,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
441 RIDGEWOOD AVE S,44.9634819031,-93.2853088379,Steven's Square - Loring Heights,Central,7,Xerxes,3,3,02/25/2018,00:00
4410 15TH AVE S,44.922771453900005,-93.2537155151,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4413 BEARD AVE S,44.9228668213,-93.32395935059999,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4413 CHOWEN AVE S,44.9226493835,-93.3254852295,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4413 CLINTON AVE S,44.9229202271,-93.2715072632,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
4415 CLINTON AVE S,44.9228744507,-93.27152252200001,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
4417 BEARD AVE S,44.922668457,-93.324005127,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4417 CLINTON AVE S,44.9228210449,-93.2715377808,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
4418 16TH AVE S,44.922744751,-93.2511978149,Northrop,Nokomis,11,Xerxes,2,6,02/24/2018,00:00
4421 1ST AVE S,44.922668457,-93.2764968872,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4421 BEARD AVE S,44.9226493835,-93.3239898682,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4421 CLINTON AVE S,44.9226341248,-93.2714920044,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
4422 RUSSELL AVE N,45.0360946655,-93.3114624023,Victory,Camden,4,Xerxes,2,1,02/24/2018,00:00
4431 CHOWEN AVE S,44.9221496582,-93.3254776001,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4433 CHOWEN AVE S,44.9220695496,-93.32550811770001,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4433 CLINTON AVE S,44.9223403931,-93.27149963379999,Regina,Nokomis,8,Xerxes,3,5,02/25/2018,00:00
4435 CHOWEN AVE S,44.922031402600005,-93.3255233765,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4437 BEARD AVE S,44.9221954346,-93.32397460940001,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4437 BEARD AVE S,44.922382354700005,-93.3239974976,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4437 CHOWEN AVE S,44.9219398499,-93.32550811770001,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
4439 30TH AVE S,44.9221191406,-93.2295608521,Ericsson,Nokomis,12,Xerxes,3,6,02/25/2018,00:00
4439 BLAISDELL AVE S,44.9219474792,-93.27911376950001,King Field,Southwest,8,Xerxes,3,5,02/25/2018,00:00
4439 CHOWEN AVE S,44.9218788147,-93.32549285889999,Linden Hills,Southwest,13,Xerxes,3,5,02/25/2018,00:00
444 FILLMORE ST NE,44.9947738647,-93.24228668209999,Beltrami,Northeast,3,Xerxes,2,2,02/24/2018,00:00
4440 30TH AVE S,44.922031402600005,-93.2296218872,Ericsson,Nokomis,12,Xerxes,2,6,02/24/2018,00:00
4440 40TH AVE S,44.9223594666,-93.2154769897,Hiawatha,Longfellow,12,Xerxes,2,6,02/24/2018,00:00
