Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Emergency,Day,Date,Time
2322 OAKLAND AVE S,44.959468,-93.266698,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:40
5744 11TH AVE S,44.898199,-93.259058,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,09:41
3144 16TH AVE S,44.945314,-93.2511,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:41
2226 FREMONT AVE S,44.958595,-93.295212,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:41
1206 HUMBOLDT AVE N,44.990278,-93.29815,5,Near North,Near - North,1,Howe,2,04/16/2018,09:41
320 GARFIELD ST NE,44.992359,-93.23336,1,University,Como,2,Howe,2,04/16/2018,09:41
4502 5TH AVE S,44.921408,-93.268781,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:42
4034 CLINTON AVE S,44.92927,-93.271464,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:42
3810 30TH AVE S,44.933765,-93.229656,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:42
1316 32ND ST W,44.944748,-93.29644300000001,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:42
1312 32ND ST W,44.94475,-93.296397,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:42
400 7TH AVE SE,44.984543,-93.24525200000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:42
3822 6TH ST N,45.024824,-93.286384,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:42
4010 QUEEN AVE N,45.027978000000004,-93.309737,4,Camden,Victory,1,Howe,2,04/16/2018,09:42
3206 16TH AVE S,44.944658000000004,-93.251529,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:43
418 7TH AVE SE,44.9849,-93.245112,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:43
328 GARFIELD ST NE,44.992375,-93.233379,1,University,Como,2,Howe,2,04/16/2018,09:43
3522 HUMBOLDT AVE N,45.019211,-93.29815,4,Camden,Folwell,1,Howe,2,04/16/2018,09:43
3826 6TH ST N,45.024819,-93.28648199999999,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:43
3228 DUPONT AVE S,44.943771000000005,-93.29359699999999,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:43
2206 OAKLAND AVE S,44.960581,-93.266745,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:43
1000 UPTON AVE N,44.988102000000005,-93.314352,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:43
4020 CLINTON AVE S,44.929654,-93.271449,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:44
1322 32ND ST W,44.944736,-93.296719,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:44
422 7TH AVE SE,44.985147,-93.244866,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:44
1130 HUMBOLDT AVE N,44.990177,-93.298172,5,Near North,Near - North,1,Howe,2,04/16/2018,09:44
2418 5TH ST NE,45.012819,-93.26043,1,Northeast,Holland,2,Howe,2,04/16/2018,09:44
3226 DUPONT AVE S,44.943896,-93.293516,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:44
4 59TH ST W,44.895621999999996,-93.278428,11,Southwest,Windom,5,Howe,2,04/16/2018,09:45
3210 16TH AVE S,44.944364,-93.251395,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:45
1324 32ND ST W,44.944736999999996,-93.296791,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:45
2302 4TH AVE N,44.981602,-93.30996800000001,5,Near North,Harrison,3,Howe,2,04/16/2018,09:45
410 7TH AVE SE,44.98473,-93.245072,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:45
3508 HUMBOLDT AVE N,45.018876,-93.298086,4,Camden,Folwell,1,Howe,2,04/16/2018,09:45
3668 TAYLOR ST NE,45.035388,-93.243024,1,Northeast,Waite Park,2,Howe,2,04/16/2018,09:45
1844 37TH ST E.,44.935931,-93.24604699999999,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:45
4000 CLINTON AVE S,44.930271000000005,-93.271456,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:46
2418 FREMONT AVE S,44.958563,-93.295629,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:46
2110 OAKLAND AVE S,44.961481,-93.266375,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,09:46
1124 HUMBOLDT AVE N,44.989821,-93.298161,5,Near North,Near - North,1,Howe,2,04/16/2018,09:46
338 GARFIELD ST NE,44.992613,-93.233367,1,University,Como,2,Howe,2,04/16/2018,09:46
3222 DUPONT AVE S,44.943945,-93.29355799999999,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:46
112 59TH ST W,44.895618,-93.279997,11,Southwest,Windom,5,Howe,2,04/16/2018,09:47
3944 CLINTON AVE S,44.930879,-93.27144100000001,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:47
1408 32ND ST W,44.944759999999995,-93.297269,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:47
520 7TH AVE SE,44.985895,-93.244348,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:47
1120 UPTON AVE N,44.989681,-93.314348,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:47
1402 32ND ST W,44.944753999999996,-93.29729300000001,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:48
2010 OAKLAND AVE S,44.962272,-93.266424,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,09:48
512 7TH AVE SE,44.98563,-93.24471899999999,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:48
2224 5TH ST NE,45.010847999999996,-93.260386,1,Northeast,Holland,2,Howe,2,04/16/2018,09:48
3434 HUMBOLDT AVE N,45.017804999999996,-93.298082,4,Camden,Folwell,1,Howe,2,04/16/2018,09:48
2016 OAKLAND AVE S,44.962013,-93.26675999999999,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,09:48
1842 37TH ST E.,44.936136,-93.246135,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:48
116 59TH ST W,44.895621000000006,-93.28021600000001,11,Southwest,Windom,5,Howe,2,04/16/2018,09:49
3632 16TH AVE S,44.936795000000004,-93.251171,9,Powderhorn,Powderhorn Park,6,Howe,2,04/16/2018,09:49
2414 FREMONT AVE S,44.958632,-93.295672,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:49
1108 HUMBOLDT AVE N,44.989189,-93.298252,5,Near North,Near - North,1,Howe,2,04/16/2018,09:49
356 GARFIELD ST NE,44.993107,-93.233351,1,University,Como,2,Howe,2,04/16/2018,09:49
2406 50TH AVE N,45.045809000000006,-93.312236,4,Camden,Shingle Creek,1,Howe,2,04/16/2018,09:49
1438 32ND ST W,44.944783,-93.299003,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,09:50
2310 4TH AVE N,44.981606,-93.310232,5,Near North,Harrison,3,Howe,2,04/16/2018,09:50
3346 HUMBOLDT AVE N,45.016627,-93.298177,4,Camden,Folwell,1,Howe,2,04/16/2018,09:50
4206 ALDRICH AVE N,45.031603000000004,-93.28919300000001,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:50
120 59TH ST W,44.895618,-93.28036,11,Southwest,Windom,5,Howe,2,04/16/2018,09:51
4424 5TH AVE S,44.922637,-93.268961,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:51
2412 FREMONT AVE S,44.958712,-93.295625,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:51
1614 5TH ST NE,45.00464,-93.26028000000001,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:51
2010 OAKLAND AVE S,44.962247999999995,-93.266704,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,09:51
1838 37TH ST E.,44.936135,-93.246392,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:51
122 59TH ST W,44.895639,-93.280346,11,Southwest,Windom,5,Howe,2,04/16/2018,09:52
3934 CLINTON AVE S,44.93123,-93.271434,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:52
3104 GIRARD AVE S,44.946387,-93.297154,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:52
2006 OAKLAND AVE S,44.962494,-93.266772,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,09:52
716 7TH AVE SE,44.987826,-93.242733,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:52
720 7TH AVE SE,44.988076,-93.242374,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:52
1008 27TH AVE SE,44.988228,-93.21518,1,University,Como,4,Howe,2,04/16/2018,09:52
1102 HUMBOLDT AVE N,44.989131,-93.298192,5,Near North,Near - North,1,Howe,2,04/16/2018,09:52
1162 14TH AVE SE,44.992758,-93.232091,1,University,Como,2,Howe,2,04/16/2018,09:52
4122 ALDRICH AVE N,45.029953000000006,-93.289461,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:52
2216 50TH AVE N,45.045775,-93.310106,4,Camden,Shingle Creek,1,Howe,2,04/16/2018,09:52
1300 UPTON AVE N,44.991538,-93.314635,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:52
4404 5TH AVE S,44.923142999999996,-93.268748,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:53
2410 FREMONT AVE S,44.958769000000004,-93.295604,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:53
1334 5TH ST NE,45.002024,-93.260269,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:53
3226 HUMBOLDT AVE N,45.014112,-93.298098,4,Camden,Folwell,1,Howe,2,04/16/2018,09:53
1836 37TH ST E.,44.936135,-93.24651999999999,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:53
4550 SNELLING AVE S,44.920033000000004,-93.21675,12,Longfellow,Hiawatha,6,Howe,2,04/16/2018,09:54
4400 5TH AVE S,44.923144,-93.268794,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:54
4008 16TH AVE S,44.930224,-93.250986,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:54
3116 GIRARD AVE S,44.946021,-93.297169,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:54
1020 27TH AVE SE,44.988597999999996,-93.21518499999999,1,University,Como,4,Howe,2,04/16/2018,09:54
1016 HUMBOLDT AVE N,44.988824,-93.298218,5,Near North,Near - North,1,Howe,2,04/16/2018,09:54
1152 14TH AVE SE,44.992426,-93.232063,1,University,Como,2,Howe,2,04/16/2018,09:54
3938 ALDRICH AVE N,45.026841,-93.28949399999999,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:54
4320 5TH AVE S,44.9242,-93.26894300000001,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:55
4004 16TH AVE S,44.930124,-93.251189,8,Powderhorn,Bancroft,6,Howe,2,04/16/2018,09:55
3924 CLINTON AVE S,44.931515000000005,-93.271426,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:55
222 18TH ST E,44.96529,-93.27300100000001,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,09:55
604 8TH AVE SE,44.986118,-93.242181,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:55
1336 UPTON AVE N,44.992768,-93.314379,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:55
4548 SNELLING AVE S,44.920096,-93.216767,12,Longfellow,Hiawatha,6,Howe,2,04/16/2018,09:56
3900 CLINTON AVE S,44.93209,-93.271462,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:56
3144 GIRARD AVE S,44.945218,-93.297107,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:56
2404 FREMONT AVE S,44.958818,-93.295632,7,Calhoun Isle,East Isles,3,Howe,2,04/16/2018,09:56
604 8TH AVE SE,44.985966,-93.242286,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:56
1142 14TH AVE SE,44.992336,-93.232056,1,University,Como,2,Howe,2,04/16/2018,09:56
1110 5TH ST NE,44.999256,-93.260277,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:56
3216 HUMBOLDT AVE N,45.013962,-93.298139,4,Camden,Folwell,1,Howe,2,04/16/2018,09:56
3930 ALDRICH AVE N,45.026784,-93.28960500000001,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:56
1834 37TH ST E.,44.936134,-93.246648,12,Powderhorn,Standish,6,Howe,2,04/16/2018,09:56
4312 5TH AVE S,44.924557,-93.268948,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:57
1024 27TH AVE SE,44.989125,-93.215154,1,University,Como,4,Howe,2,04/16/2018,09:57
3214 HUMBOLDT AVE N,45.013758,-93.29809,4,Camden,Folwell,1,Howe,2,04/16/2018,09:57
6100 14TH AVE S,44.892346,-93.25541,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,09:58
4306 5TH AVE S,44.924912,-93.268829,8,Nokomis,Regina,5,Howe,2,04/16/2018,09:58
3208 GIRARD AVE S,44.944283,-93.297086,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,09:58
216 CLIFTON AVE,44.965317999999996,-93.28318,7,Central,Loring Park,3,Howe,2,04/16/2018,09:58
210 CLIFTON AVE,44.965407,-93.282924,7,Central,Loring Park,3,Howe,2,04/16/2018,09:58
512 8TH AVE SE,44.985242,-93.24297,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:58
522 8TH AVE SE,44.985403000000005,-93.24291600000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,09:58
1118 6TH ST NE,44.999390999999996,-93.25893,3,Northeast,Sheridan,2,Howe,2,04/16/2018,09:58
1344 UPTON AVE N,44.992987,-93.31436500000001,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,09:58
4548 SNELLING AVE S,44.920214,-93.216892,12,Longfellow,Hiawatha,6,Howe,2,04/16/2018,09:59
4424 16TH AVE S,44.922531,-93.25135,11,Nokomis,Northrop,6,Howe,2,04/16/2018,09:59
3844 CLINTON AVE S,44.932775,-93.271433,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,09:59
2630 COLUMBUS AVE S,44.95451,-93.264081,6,Phillips,Phillips West,3,Howe,2,04/16/2018,09:59
1130 14TH AVE SE,44.991769,-93.232065,1,University,Como,2,Howe,2,04/16/2018,09:59
3814 ALDRICH AVE N,45.024409999999996,-93.289397,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,09:59
4130 QUEEN AVE N,45.030214,-93.30959399999999,4,Camden,Victory,1,Howe,2,04/16/2018,09:59
6104 13TH AVE S,44.892001,-93.256687,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,10:00
4544 SNELLING AVE S,44.920237,-93.21684599999999,12,Longfellow,Hiawatha,6,Howe,2,04/16/2018,10:00
2018 FREMONT AVE S,44.962063,-93.295649,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,10:00
200 CLIFTON AVE,44.965513,-93.282653,7,Central,Loring Park,3,Howe,2,04/16/2018,10:00
426 8TH AVE SE,44.984807,-93.243466,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:00
1012 HUMBOLDT AVE N,44.988558000000005,-93.29814499999999,5,Near North,Near - North,1,Howe,2,04/16/2018,10:00
1050 27TH AVE SE,44.989523999999996,-93.215237,1,University,Como,4,Howe,2,04/16/2018,10:00
6040 13TH AVE S,44.892713,-93.25669599999999,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,10:01
4304 5TH AVE S,44.924934,-93.26887099999999,8,Nokomis,Regina,5,Howe,2,04/16/2018,10:01
3812 CLINTON AVE S,44.933593,-93.27145,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,10:01
3246 GIRARD AVE S,44.943435,-93.297094,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,10:01
2704 COLUMBUS AVE S,44.95368,-93.264038,6,Phillips,Phillips West,3,Howe,2,04/16/2018,10:01
102 57TH ST W,44.899729,-93.276362,11,Southwest,Windom,5,Howe,2,04/16/2018,10:02
3808 CLINTON AVE S,44.933737,-93.271461,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,10:02
2710 COLUMBUS AVE S,44.953477,-93.26395699999999,6,Phillips,Phillips West,3,Howe,2,04/16/2018,10:02
410 8TH AVE SE,44.984287,-93.243877,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:02
1058 27TH AVE SE,44.989841,-93.215171,1,University,Como,4,Howe,2,04/16/2018,10:02
1120 6TH ST NE,44.999466,-93.258946,3,Northeast,Sheridan,2,Howe,2,04/16/2018,10:02
4232 QUEEN AVE N,45.032112,-93.309812,4,Camden,Victory,1,Howe,2,04/16/2018,10:02
1414 UPTON AVE N,44.993825,-93.314382,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,10:02
5936 13TH AVE S,44.894709000000006,-93.256658,11,Nokomis,Diamond Lake,6,Howe,2,04/16/2018,10:03
4540 SNELLING AVE S,44.920435999999995,-93.21695799999999,12,Longfellow,Hiawatha,6,Howe,2,04/16/2018,10:03
3636 20TH AVE S,44.9367,-93.243753,12,Powderhorn,Standish,6,Howe,2,04/16/2018,10:03
2712 COLUMBUS AVE S,44.953542,-93.26521899999999,6,Phillips,Phillips West,3,Howe,2,04/16/2018,10:03
530 IRVING AVE N,44.983304,-93.29946,5,Near North,Harrison,3,Howe,2,04/16/2018,10:03
704 4TH ST NE,44.996367,-93.260318,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,10:03
1130 6TH ST NE,44.999602,-93.25891700000001,3,Northeast,Sheridan,2,Howe,2,04/16/2018,10:03
3714 ALDRICH AVE N,45.0226,-93.28936,4,Camden,McKinley,1,Howe,2,04/16/2018,10:03
1418 UPTON AVE N,44.993936,-93.314316,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,10:03
3802 CLINTON AVE S,44.933933,-93.27143199999999,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,10:04
3630 20TH AVE S,44.936896000000004,-93.243596,12,Powderhorn,Standish,6,Howe,2,04/16/2018,10:04
2006 FREMONT AVE S,44.962559999999996,-93.295556,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,10:04
234 CLIFTON AVE,44.965863,-93.283055,7,Central,Loring Park,3,Howe,2,04/16/2018,10:04
1068 27TH AVE SE,44.990156,-93.215188,1,University,Como,4,Howe,2,04/16/2018,10:04
612 4TH ST NE,44.996363,-93.26033000000001,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,10:04
3710 ALDRICH AVE N,45.022488,-93.28918900000001,4,Camden,McKinley,1,Howe,2,04/16/2018,10:04
3902 5TH AVE S,44.931975,-93.268787,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,10:05
310 8TH AVE SE,44.983238,-93.24468399999999,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:05
326 8TH AVE SE,44.983714,-93.244261,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:05
610 4TH ST NE,44.996363,-93.26033100000001,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,10:05
1828 37TH ST E.,44.936133,-93.247033,12,Powderhorn,Standish,6,Howe,2,04/16/2018,10:05
1524 21ST ST E,44.961836,-93.251589,6,Phillips,Ventura Village,3,Howe,2,04/16/2018,10:06
400 CLIFTON AVE,44.966640000000005,-93.28534499999999,7,Central,Loring Park,3,Howe,2,04/16/2018,10:06
302 8TH AVE SE,44.983401,-93.24463100000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:06
2704 HUMBOLDT AVE N,45.008109000000005,-93.298156,5,Near North,Jordan,1,Howe,2,04/16/2018,10:06
3654 ALDRICH AVE N,45.021967,-93.289116,4,Camden,McKinley,1,Howe,2,04/16/2018,10:06
4368 QUEEN AVE N,45.035258,-93.30999,4,Camden,Victory,1,Howe,2,04/16/2018,10:06
1510 UPTON AVE N,44.994484,-93.314301,5,Near North,Willard - Hay,1,Howe,2,04/16/2018,10:06
2806 COLUMBUS AVE S,44.951935999999996,-93.262693,6,Phillips,Phillips West,3,Howe,2,04/16/2018,10:07
1834 FREMONT AVE S,44.96417,-93.295624,7,Calhoun Isle,Lowry Hill,3,Howe,2,04/16/2018,10:07
232 CLIFTON AVE,44.96573,-93.282584,7,Central,Loring Park,3,Howe,2,04/16/2018,10:07
410 CLIFTON AVE,44.966908000000004,-93.285741,7,Central,Loring Park,3,Howe,2,04/16/2018,10:07
1212 6TH ST NE,45.000168,-93.258951,3,Northeast,Sheridan,2,Howe,2,04/16/2018,10:07
3642 ALDRICH AVE N,45.021417,-93.28927900000001,4,Camden,McKinley,1,Howe,2,04/16/2018,10:07
230 CLIFTON AVE,44.965727,-93.282616,7,Central,Loring Park,3,Howe,2,04/16/2018,10:08
220 8TH AVE SE,44.982563,-93.24539200000001,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:08
2614 HUMBOLDT AVE N,45.006544,-93.29807199999999,5,Near North,Jordan,1,Howe,2,04/16/2018,10:08
3634 ALDRICH AVE N,45.021327,-93.289388,4,Camden,McKinley,1,Howe,2,04/16/2018,10:08
1824 37TH ST E.,44.936132,-93.24729,12,Powderhorn,Standish,6,Howe,2,04/16/2018,10:08
3846 5TH AVE S,44.932453,-93.268843,8,Powderhorn,Bryant,5,Howe,2,04/16/2018,10:09
3528 20TH AVE S,44.938377,-93.24356999999999,9,Powderhorn,Corcoran,6,Howe,2,04/16/2018,10:09
3252 GIRARD AVE S,44.943076,-93.29713100000001,10,Calhoun Isle,South Uptown,5,Howe,2,04/16/2018,10:09
1518 33RD ST W,44.943135,-93.30193299999999,10,Calhoun Isle,ECCO,5,Howe,2,04/16/2018,10:09
17012 STEVENS AVE S,44.965656,-93.275346,6,Central,Steven's Square - Loring Heights,3,Howe,2,04/16/2018,10:09
226 8TH AVE SE,44.982756,-93.244872,3,University,Marcy Holmes,4,Howe,2,04/16/2018,10:09
728 4TH ST NE,44.997023999999996,-93.26078000000001,3,Northeast,St. Anthony West,2,Howe,2,04/16/2018,10:09
2612 HUMBOLDT AVE N,45.006409999999995,-93.29805400000001,5,Near North,Jordan,1,Howe,2,04/16/2018,10:09
1426 6TH ST SE,44.982009999999995,-93.233216,3,University,Marcy Holmes,4,Howe,2,04/16/2018,16:04
621 ONTARIO ST SE,44.969433,-93.225479,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,13:45
3010 TYLER ST NE,45.022542,-93.246152,1,Northeast,Audubon Park,2,Howe,2,04/16/2018,16:04
619 ONTARIO ST SE,44.96948,-93.225633,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,13:45
5656 19TH AVE S,44.899755,-93.24514599999999,11,Nokomis,Wenonah,6,Howe,2,04/16/2018,16:05
5007 WASHBURN AVE S,44.912162,-93.317578,13,Southwest,Fulton,5,Howe,3,04/17/2018,13:46
348 22ND ST E,44.961504,-93.27040600000001,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,16:05
623 ONTARIO ST SE,44.969296,-93.225636,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,13:46
2828 ALDRICH AVE S,44.950967,-93.28973,10,Calhoun Isle,Lowry Hill East,3,Howe,2,04/16/2018,16:05
1611 22ND AVE N,45.002790999999995,-93.300894,5,Near North,Jordan,1,Howe,3,04/17/2018,13:46
632 ERIE ST SE,44.969127,-93.224357,2,University,Prospect Park - East River Road,4,Howe,2,04/16/2018,16:06
2517 EMERSON AVE S,44.956790999999996,-93.29451800000001,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,13:47
1514 HILLSIDE AVE N,45.000295,-93.299196,5,Near North,Jordan,1,Howe,2,04/16/2018,16:06
2519 EMERSON AVE S,44.956804,-93.29446999999999,10,Calhoun Isle,Lowry Hill East,3,Howe,3,04/17/2018,13:47
2012 36TH AVE N,45.020394,-93.305094,4,Camden,Folwell,1,Howe,2,04/16/2018,16:06
635 ONTARIO ST SE,44.968817,-93.225627,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,13:47
2936 17TH AVE S,44.948994,-93.250332,9,Phillips,East Phillips,3,Howe,2,04/16/2018,16:06
629 ONTARIO ST SE,44.969276,-93.225633,2,University,Prospect Park - East River Road,4,Howe,3,04/17/2018,13:47
2802 DELAWARE ST SE,44.970535999999996,-93.217997,2,University,Prospect Park - East River Road,4,Howe,2,04/16/2018,14:08
5424 3RD AVE S,44.904185999999996,-93.272924,11,Nokomis,Page,5,Howe,2,04/16/2018,16:07
5112 DUPONT AVE N,45.048086,-93.293758,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,16:07
2902 ALDRICH AVE S,44.949602,-93.289737,10,Calhoun Isle,Lowry Hill East,3,Howe,2,04/16/2018,16:07
5550 44TH AVE S,44.902055,-93.21028100000001,12,Nokomis,Morris Park,6,Howe,2,04/16/2018,16:08
212 22ND ST E,44.960994,-93.273036,10,Powderhorn,Whittier,3,Howe,2,04/16/2018,16:08
4828 VINCENT AVE S,44.915243,-93.316374,13,Southwest,Fulton,5,Howe,2,04/16/2018,16:09
116 WARWICK ST SE,44.963877000000004,-93.211428,2,University,Prospect Park - East River Road,4,Howe,2,04/16/2018,16:09
4350 LOGAN AVE N,45.035191999999995,-93.303473,4,Camden,Webber - Camden,1,Howe,2,04/16/2018,16:09
1600 HILLSIDE AVE N,45.001494,-93.301248,5,Near North,Jordan,1,Howe,2,04/16/2018,16:10
1504 36TH AVE N,45.020418,-93.298301,4,Camden,Folwell,1,Howe,2,04/16/2018,16:11
2906 ALDRICH AVE S,44.949540999999996,-93.289738,10,Calhoun Isle,Lowry Hill East,3,Howe,2,04/16/2018,16:11
4800 VINCENT AVE S,44.916001,-93.316315,13,Southwest,Fulton,5,Howe,2,04/16/2018,16:12
1612 HILLSIDE AVE N,45.001711,-93.30146500000001,5,Near North,Jordan,1,Howe,2,04/16/2018,16:12
5400 44TH AVE S,44.905190000000005,-93.210245,12,Nokomis,Morris Park,6,Howe,2,04/16/2018,16:13
708 ERIE ST SE,44.967752000000004,-93.224319,2,University,Prospect Park - East River Road,4,Howe,2,04/16/2018,16:13
4850 DUPONT AVE N,45.04356,-93.293751,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,16:13
2910 ALDRICH AVE S,44.94948,-93.289738,10,Calhoun Isle,Lowry Hill East,3,Howe,2,04/16/2018,16:13
2630 LONGFELLOW AVE S,44.954555,-93.246386,9,Phillips,East Phillips,3,Howe,2,04/16/2018,16:14
2914 ALDRICH AVE S,44.94942,-93.289739,10,Calhoun Isle,Lowry Hill East,3,Howe,2,04/16/2018,16:15
1328 36TH AVE N,45.020348999999996,-93.296635,4,Camden,Folwell,1,Howe,2,04/16/2018,16:16
2634 LONGFELLOW AVE S,44.954446999999995,-93.24633399999999,9,Phillips,East Phillips,3,Howe,2,04/16/2018,16:16
4452 VINCENT AVE S,44.921748,-93.31639200000001,13,Southwest,Linden Hills,5,Howe,2,04/16/2018,16:17
2602 LONGFELLOW AVE S,44.955484000000006,-93.24596600000001,9,Phillips,East Phillips,3,Howe,2,04/16/2018,16:18
4436 VINCENT AVE S,44.92202,-93.31636,13,Southwest,Linden Hills,5,Howe,2,04/16/2018,16:19
4558 DUPONT AVE N,45.038340999999996,-93.29374399999999,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,16:19
4520 DUPONT AVE N,45.03734,-93.293715,4,Camden,Lind - Bohanon,1,Howe,2,04/16/2018,16:20
1106 36TH AVE N,45.020337,-93.29356800000001,4,Camden,Folwell,1,Howe,2,04/16/2018,16:23
1106 36TH AVE N,45.020286,-93.286785,4,Camden,McKinley,1,Howe,2,04/16/2018,16:29
