Community,Date,Day,Emergency,Latitude,Location,Longitude,Neighborhood,Time,Tow_Zone,Ward
Camden,02/04/2016,,Polk,45.02435007713355,3821 BRYANT AVE N,-93.29064725253632,Webber - Camden,00:00,,4.0
University,02/04/2016,,Polk,44.98504831877923,807 13th ave se,-93.23403079778356,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.98286746487817,301 8th ave SE,-93.24489591713294,Marcy Holmes,00:00,,3.0
Northeast,02/04/2016,,Polk,45.01090783984822,723 23rd Ave NE,-93.25207825356735,Holland,00:00,,1.0
University,02/04/2016,,Polk,44.986049110197335,625 8th ave se,-93.24239073397352,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,45.00790192568434,2703 Sheridan north,-93.312105513815,Jordan,00:00,,4.0
University,02/04/2016,,Polk,44.984068019226505,309 6th ave SE,-93.24761429526104,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.928705013222896,815 41st st e,-93.2622967898823,Bancroft,00:00,,8.0
Near North,02/04/2016,,Polk,44.98910971584933,1117 Knox ave n,-93.301904862973,Near - North,00:00,,5.0
Southwest,02/04/2016,,Polk,44.935448544419955,3723 Aldrich Ave South,-93.28944817482723,East Harriet,00:00,,10.0
Central,02/04/2016,,Polk,44.96368390250296,331 RIDGEWOOD AVE S,-93.28353384505665,Steven's Square - Loring Heights,00:00,,7.0
Camden,02/04/2016,,Polk,45.0245304446676,3823 Upton north,-93.31476674066195,Victory,00:00,,4.0
Central,02/04/2016,,Polk,44.96378848284588,225 RIDGEWOOD AVE S,-93.28143320067377,Steven's Square - Loring Heights,00:00,,7.0
University,02/04/2016,,Polk,44.98414241370775,317 6th Ave SE,-93.24755620926243,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.95361721362402,2705 pillsbury ave s,-93.28126237914893,Whittier,00:00,,10.0
University,02/04/2016,,Polk,44.98794738522659,425 6th st se,-93.24788213667222,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,45.00501597464699,1709 25th ave n,-93.30222823828704,Jordan,00:00,,5.0
University,02/04/2016,,Polk,44.98808962452176,1005 24th ave se,-93.21906548916536,Como,00:00,,1.0
Southwest,02/04/2016,,Polk,44.93506552431728,3745 Aldrich Ave South,-93.28945101287542,East Harriet,00:00,,10.0
Camden,02/04/2016,,Polk,45.03008528847993,4131 QUEEN AVE N,-93.30978917618064,Victory,00:00,,4.0
Camden,02/04/2016,,Polk,45.034332271647756,4347 Girard ave n,-93.29709997297151,Webber - Camden,00:00,,4.0
Camden,02/04/2016,,Polk,45.03253028831357,4259 QUEEN AVE N,-93.30983920510369,Victory,00:00,,4.0
University,02/04/2016,,Polk,44.987300812698,939 WEEKS AVE SE,-93.218165998176,Como,00:00,,2.0
Camden,02/04/2016,,Polk,45.02432156245429,3811 Upton Ave N,-93.31476162633051,Victory,00:00,,4.0
University,02/04/2016,,Polk,44.974266660513926,2531 4th st se,-93.22008771922869,Prospect Park - East River Road,00:00,,2.0
Northeast,02/04/2016,,Polk,45.005313143519246,1703 Adams St NE,-93.25622503964694,Logan Park,00:00,,1.0
University,02/04/2016,,Polk,44.98487455673994,839 25th ave se,-93.21783878971092,Como,00:00,,2.0
Northeast,02/04/2016,,Polk,44.99531826935936,611 Jackson St NE,-93.24983097058464,St. Anthony East,00:00,,3.0
Camden,02/04/2016,,Polk,45.03445353328275,4353 Girard ave n,-93.29710098478209,Webber - Camden,00:00,,4.0
Calhoun Isle,02/04/2016,,Polk,44.944983605662614,3519 32nd Street West,-93.32371459178096,West Calhoun,00:00,,13.0
Central,02/04/2016,,Polk,44.96527732076449,229 clifton ave,-93.2834126038482,Loring Park,00:00,,7.0
University,02/04/2016,,Polk,44.98421680809248,325 6TH AVE SE,-93.2474981232638,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,45.00875017059306,2805 Morgan ave n,-93.30447883822387,Jordan,00:00,,5.0
University,02/04/2016,,Polk,44.986770535098714,903 22ND AVE SE,-93.22162755937927,Como,00:00,,2.0
University,02/04/2016,,Polk,44.99059809264582,1091 16TH AVE SE,-93.22954068985996,Como,00:00,,1.0
Powderhorn,02/04/2016,,Polk,44.94109684073796,3413 15th ave so,-93.25366288719557,Powderhorn Park,00:00,,9.0
Phillips,02/04/2016,,Polk,44.954559754638815,2655 Longfellow Avenue South,-93.24603712804115,East Phillips,00:00,,9.0
Near North,02/04/2016,,Polk,44.99531373515431,1607 Morgan Ave.,-93.30450548876713,Willard - Hay,00:00,,5.0
Camden,02/04/2016,,Polk,45.013765602407844,3233 Girard Ave n,-93.29690509986223,Folwell,00:00,,4.0
Powderhorn,02/04/2016,,Polk,44.95830569707726,2445 pillsbury,-93.28122552637792,Whittier,00:00,,10.0
Near North,02/04/2016,,Polk,45.00399059999999,2423 illon Ave n,-93.30077740000002,Jordan,00:00,,5.0
Powderhorn,02/04/2016,,Polk,44.940868338132475,3427 elliot,-93.26125634037793,Powderhorn Park,00:00,,9.0
University,02/04/2016,,Polk,44.98754405064564,721 7th Ave se,-93.24303042966929,Marcy Holmes,00:00,,3.0
Longfellow,02/04/2016,,Polk,44.96085246220535,2209 28th Ave S,-93.23137536719334,Seward,00:00,,6.0
Calhoun Isle,02/04/2016,,Polk,44.9385815,2123 guard ave s,-93.3028875,ECCO,00:00,,10.0
Camden,02/04/2016,,Polk,45.02110812186515,3643 Bryant ave n,-93.29061726789598,McKinley,00:00,,4.0
Phillips,02/04/2016,,Polk,44.95336766895935,2719 5TH AVE S,-93.2689227827327,Phillips West,00:00,,6.0
Phillips,02/04/2016,,Polk,44.95128103911657,2835 16th ave s,-93.25115371678216,East Phillips,00:00,,9.0
University,02/04/2016,,Polk,44.98495027229636,843 23rd ave se,-93.22037631281596,Como,00:00,,2.0
University,02/04/2016,,Polk,44.98501235758856,519 8th Ave se,-93.24321461668829,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.93908975387353,3525 elliot Ave s,-93.26123509373508,Powderhorn Park,00:00,,9.0
Central,02/04/2016,,Polk,44.96523969357229,221 CLIFTON AVE,-93.2835484515292,Loring Park,00:00,,7.0
Calhoun Isle,02/04/2016,,Polk,44.9485068,Bryant and lyndale,-93.2901427,Lowry Hill East,00:00,,10.0
Calhoun Isle,02/04/2016,,Polk,44.94499140051443,3621 32nd Street West,-93.32537207815248,West Calhoun,00:00,,13.0
Powderhorn,02/04/2016,,Polk,44.94743511954788,3051 elliot ave,-93.26133759962718,Powderhorn Park,00:00,,9.0
Longfellow,02/04/2016,,Polk,44.95913004673282,2719 24th ST E,-93.23271324737284,Seward,00:00,,2.0
Near North,02/04/2016,,Polk,45.00178848913905,2227 6th st n,-93.28652478609979,Hawthorne,00:00,,5.0
Central,02/04/2016,,Polk,44.966453226462,229 oak grove st,-93.28158721487291,Loring Park,00:00,,7.0
Near North,02/04/2016,,Polk,44.981539189064655,2305 4th av n,-93.30980746069427,Harrison,00:00,,5.0
University,02/04/2016,,Polk,44.97236651194681,2506 Delaware st se,-93.22205706398638,Prospect Park - East River Road,00:00,,2.0
Near North,02/04/2016,,Polk,44.990535261581705,1225 james ave n,-93.30075452146471,Near - North,00:00,,5.0
University,02/04/2016,,Polk,44.985712614297974,941 18th ave se,-93.22698578229055,Como,00:00,,2.0
Northeast,02/04/2016,,Polk,45.01533555732458,2619 California St NE,-93.26886583687731,Marshall Terrace,00:00,,1.0
Calhoun Isle,02/04/2016,,Polk,44.96165821995545,2119 girard ave s,-93.29685874822859,Lowry Hill,00:00,,7.0
University,02/04/2016,,Polk,44.98383991096781,1503 8th st se,-93.23112979617359,University of Minnesota,00:00,,2.0
Near North,02/04/2016,,Polk,44.98747879999999,917russell ave n,-93.3113122,Willard - Hay,00:00,,5.0
Powderhorn,02/04/2016,,Polk,44.939173178025065,3517 Harriet ave s,-93.28556191586168,Lyndale,00:00,,8.0
Camden,02/04/2016,,Polk,45.03453437422999,4357 girard ave n,-93.29710165932241,Webber - Camden,00:00,,4.0
Powderhorn,02/04/2016,,Polk,44.957130005508986,2509 stevens ave s,-93.2752527779962,Whittier,00:00,,10.0
Near North,02/04/2016,,Polk,44.98892570315521,1115 Newton Ave N,-93.30579067716002,Near - North,00:00,,5.0
University,02/04/2016,,Polk,44.98494148386385,841 25th ave SE,-93.217837615552,Como,00:00,,2.0
Powderhorn,02/04/2016,,Polk,44.96072271457139,2216 stevens,-93.27534164832285,Whittier,00:00,,10.0
Phillips,02/04/2016,,Polk,44.95350509189083,2711 5TH AVE S,-93.26892142029145,Phillips West,00:00,,6.0
Calhoun Isle,02/04/2016,,Polk,44.9449917932881,3629 32nd Street West,-93.32545968005877,West Calhoun,00:00,,13.0
Near North,02/04/2016,,Polk,45.011636722938825,3019 oliver av n,-93.30702104055487,Jordan,00:00,,5.0
University,02/04/2016,,Polk,44.96463172765984,123 Bedford st se,-93.20884932818986,Prospect Park - East River Road,00:00,,2.0
Camden,02/04/2016,,Polk,45.01697755103855,3405 QUEEN AVE N,-93.30958174586829,Cleveland,00:00,,4.0
Central,02/04/2016,,Polk,44.963915569259775,107 19TH ST E,-93.27621160178492,Steven's Square - Loring Heights,00:00,,6.0
Northeast,02/04/2016,,Polk,45.01230655456792,2419 California St NE,-93.26884395918353,Bottineau,00:00,,3.0
Near North,02/04/2016,,Polk,44.983263888028944,543 humboldt av n,-93.29825154363392,Harrison,00:00,,5.0
Near North,02/04/2016,,Polk,44.98551617275141,723 Morgan Ave n,-93.3045510044984,Near - North,00:00,,5.0
Powderhorn,02/04/2016,,Polk,44.94607280104937,3125 10th av s,-93.26004557902958,Powderhorn Park,00:00,,9.0
Near North,02/04/2016,,Polk,44.986292568921925,1721 8th Ave n,-93.30185023830114,Near - North,00:00,,5.0
Powderhorn,02/04/2016,,Polk,44.93227587686928,2925 39TH ST E,-93.2305089599439,Standish,00:00,,12.0
Calhoun Isle,02/04/2016,,Polk,44.944984228154965,3527 32nd Street w,-93.32384563048497,West Calhoun,00:00,,13.0
Powderhorn,02/04/2016,,Polk,44.94827316016366,3003 12th ave s,-93.25753317232493,Powderhorn Park,00:00,,9.0
Camden,02/04/2016,,Polk,45.020626453266814,3607 Sheridan Ave N,-93.31213465356792,Cleveland,00:00,,4.0
Northeast,02/04/2016,,Polk,45.008634007424384,1947 Lincoln St NE,-93.2383895887026,Windom Park,00:00,,1.0
Northeast,02/04/2016,,Polk,45.005307212451946,1707 Jefferson St NE,-93.25495541130131,Logan Park,00:00,,1.0
Near North,02/04/2016,,Polk,45.01153725238697,3021 colfax ave n,-93.2916639639152,Hawthorne,00:00,,5.0
University,02/04/2016,,Polk,44.99014052649714,1069 23RD AVE SE,-93.22031411270837,Como,00:00,,1.0
Nokomis,02/04/2016,,Polk,44.90017222159251,5715 31st ave s,-93.22720591779523,Wenonah,00:00,,11.0
Central,02/04/2016,,Polk,44.96391070436197,301 Ridgewood av s,-93.28288164361388,Steven's Square - Loring Heights,00:00,,7.0
Near North,02/04/2016,,Polk,44.99067039989443,1225 Sheridan ave n,-93.31214535516712,Willard - Hay,00:00,,5.0
Powderhorn,02/04/2016,,Polk,44.94447126646086,3213 HARRIET AVE S,-93.28552223244392,Lyndale,00:00,,8.0
University,02/04/2016,,Polk,44.99053905627628,1091 17th ave se,-93.22826748829071,Como,00:00,,1.0
Central,02/04/2016,,Polk,44.96367474285932,337 ridgewood ave,-93.28360365502846,Steven's Square - Loring Heights,00:00,,7.0
Calhoun Isle,02/04/2016,,Polk,44.94499670295889,3729 32ND ST W,-93.32655470388714,West Calhoun,00:00,,13.0
Calhoun Isle,02/04/2016,,Polk,44.959825199917184,2323 BRYANT AVE S,-93.29050370319462,Lowry Hill East,00:00,,10.0
Powderhorn,02/04/2016,,Polk,44.942626935334424,3317 Pillsbury,-93.28133375078657,Lyndale,00:00,,8.0
University,02/04/2016,,Polk,44.983202838243095,223 6TH AVE SE,-93.2482946922953,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.948133641902345,3011 12th ave s,-93.2575314026431,Powderhorn Park,00:00,,9.0
Camden,02/04/2016,,Polk,45.019270737037736,3537 Irving av n,-93.29942863286932,Folwell,00:00,,4.0
Central,02/04/2016,,Polk,44.967465371710176,411 OAK GROVE ST,-93.2852192027902,Loring Park,00:00,,7.0
Camden,02/04/2016,,Polk,45.020506392761106,3609 Aldrich Ave n,-93.28935224038194,McKinley,00:00,,4.0
Central,02/04/2016,,Polk,44.96391507731415,115 19TH ST E,-93.2757715034428,Steven's Square - Loring Heights,00:00,,6.0
Northeast,02/04/2016,,Polk,45.02099926481517,2931 Randolph St NE,-93.27159893338354,Marshall Terrace,00:00,,1.0
Near North,02/04/2016,,Polk,45.00054020292642,2213 21st Ave N,-93.30839552198229,Willard - Hay,00:00,,5.0
Northeast,02/04/2016,,Polk,45.00760267386669,1909 Jefferson St NE,-93.25539737384928,Holland,00:00,,1.0
University,02/04/2016,,Polk,44.986596867547824,917 20TH AVE SE,-93.22426765429476,Como,00:00,,2.0
Powderhorn,02/04/2016,,Polk,44.92998872327046,4025 17th ave s,-93.24981079745592,Bancroft,00:00,,8.0
Camden,02/04/2016,,Polk,45.02453922368288,3823 Washburn North,-93.31731155397871,Victory,00:00,,4.0
University,02/04/2016,,Polk,44.982607479827,217 7th ave se,-93.24696463110243,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.02100373209511,3637 Bryant ave n,-93.2906163143652,McKinley,00:00,,4.0
Longfellow,02/04/2016,,Polk,44.925087623648025,3513 43rd st E,-93.22122701826376,Hiawatha,00:00,,12.0
Longfellow,02/04/2016,,Polk,44.961721077995946,2115 22nd ave s,-93.24086731217324,Seward,00:00,,6.0
University,02/04/2016,,Polk,44.98863044987807,305 6th st se,-93.24959965230907,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.01540073269837,3323 girard ave n,-93.2969040464362,Folwell,00:00,,4.0
Calhoun Isle,02/04/2016,,Polk,44.96253763440377,2015 aldrich ave s,-93.2892153303681,Lowry Hill East,00:00,,10.0
University,02/04/2016,,Polk,44.98565957438424,813 12th ave se,-93.23538869019993,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.957095543299744,2511 Stevens ave s,-93.2752531378664,Whittier,00:00,,10.0
Powderhorn,02/04/2016,,Polk,44.94366834270743,3231 elliot ave s,-93.2613990593733,Powderhorn Park,00:00,,9.0
Powderhorn,02/04/2016,,Polk,44.946476436525046,3105 HARRIET AVE S,-93.28551235182552,Lyndale,00:00,,8.0
Near North,02/04/2016,,Polk,45.00475887027718,707 25th ave n,-93.2881252083267,Hawthorne,00:00,,5.0
Calhoun Isle,02/04/2016,,Polk,44.942771050601614,3307 GIRARD AVE S,-93.29700451498512,South Uptown,00:00,,10.0
Central,02/04/2016,,Polk,44.96517444823369,107 18th st e,-93.2762132520051,Steven's Square - Loring Heights,00:00,,6.0
Northeast,02/04/2016,,Polk,45.01125970846588,2313 California ST NE,-93.26885043811708,Bottineau,00:00,,3.0
Southwest,02/04/2016,,Polk,44.92792132206261,4139 Harriet ave s,-93.2856350467605,King Field,00:00,,8.0
Powderhorn,02/04/2016,,Polk,44.94313492126936,901 33rd st e,-93.26130009417702,Powderhorn Park,00:00,,9.0
Central,02/04/2016,,Polk,44.96517411454609,105 18th st e,-93.27632373110036,Steven's Square - Loring Heights,00:00,,6.0
Northeast,02/04/2016,,Polk,45.010118719796886,2203 California St NE,-93.26884529232672,Bottineau,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.939018231425536,3527 Pillsbury ave s,-93.28134402203035,Lyndale,00:00,,8.0
Powderhorn,02/04/2016,,Polk,44.93031534047848,4011 elliot,-93.26118693703016,Bancroft,00:00,,8.0
Calhoun Isle,02/04/2016,,Polk,44.9392784410395,3511 DUPONT AVE S,-93.29323639333444,South Uptown,00:00,,10.0
University,02/04/2016,,Polk,44.98569007581085,817 12th Ave se,-93.23536354682413,Marcy Holmes,00:00,,3.0
Phillips,02/04/2016,,Polk,44.95335289656081,2721 Longfellow Avenue South,-93.24604510043172,East Phillips,00:00,,9.0
Near North,02/04/2016,,Polk,44.98816890477769,1027 Morgan Ave n,-93.30453924024286,Near - North,00:00,,5.0
Central,02/04/2016,,Polk,44.9679537829666,827 15th ST E,-93.26213927540294,Elliot Park,00:00,,6.0
Near North,02/04/2016,,Polk,44.9827215774438,505 humboldt av n,-93.29825308564844,Harrison,00:00,,5.0
Near North,02/04/2016,,Polk,44.982864291253044,515 humboldt av n,-93.29825267985514,Harrison,00:00,,5.0
University,02/04/2016,,Polk,44.98800924658724,415 6TH ST SE,-93.24803674252723,Marcy Holmes,00:00,,3.0
Near North,02/04/2016,,Polk,44.997373128703096,1425 18th ave n,-93.29855495913158,Near - North,00:00,,5.0
Calhoun Isle,02/04/2016,,Polk,44.93865289728021,3547 dupont ave s,-93.29324157245928,South Uptown,00:00,,10.0
University,02/04/2016,,Polk,44.97082460154312,2623 Essex st se,-93.22118634434422,Prospect Park - East River Road,00:00,,2.0
University,02/04/2016,,Polk,44.970941756589106,2601 Essex st se,-93.22147643634324,Prospect Park - East River Road,00:00,,2.0
Powderhorn,02/04/2016,,Polk,44.96084829249323,2201 pillsbury ave s,-93.28120727293008,Whittier,00:00,,10.0
Central,02/04/2016,,Polk,44.96703671060833,1619 10th ave so,-93.25962454516348,Elliot Park,00:00,,6.0
Central,02/04/2016,,Polk,44.963410978394954,603 RIDGEWOOD AVE S,-93.2867275466169,Steven's Square - Loring Heights,00:00,,7.0
Near North,02/04/2016,,Polk,44.99339387536004,1429 logan Ave n,-93.30325594260269,Willard - Hay,00:00,,5.0
Northeast,02/04/2016,,Polk,45.00764432284184,1913 Jefferson St NE,-93.25539772742941,Holland,00:00,,1.0
University,02/04/2016,,Polk,44.97427722697624,2529 4th st se,-93.22011386170807,Prospect Park - East River Road,00:00,,2.0
Northeast,02/04/2016,,Polk,45.015043334250535,1517 26th ave ne,-93.23818512816081,Audubon Park,00:00,,1.0
Northeast,02/04/2016,,Polk,44.995948618898545,647 Pierce St NE,-93.24092922213276,Beltrami,00:00,,3.0
University,02/04/2016,,Polk,44.988467551744016,1021 15TH AVE SE,-93.23081692020556,Como,00:00,,1.0
University,02/04/2016,,Polk,44.98521369524784,849 25th Ave se,-93.21782726879913,Como,00:00,,2.0
Longfellow,02/04/2016,,Polk,44.96257523893528,2015 22nd ave S,-93.24086986959112,Seward,00:00,,6.0
University,02/04/2016,,Polk,44.982407211858046,1413 6th ST SE,-93.23398769914284,Marcy Holmes,00:00,,3.0
Longfellow,02/04/2016,,Polk,44.95912968089218,2707 24th ST E,-93.23289319306423,Seward,00:00,,2.0
Near North,02/04/2016,,Polk,45.00061593085419,2129 Bryant Ave n,-93.29110882509492,Hawthorne,00:00,,5.0
Powderhorn,02/04/2016,,Polk,44.94286854065624,627 33rd Street West,-93.28722706971442,Lyndale,00:00,,8.0
Central,02/04/2016,,Polk,44.96517712076325,129 18th Street East,-93.27518899543007,Steven's Square - Loring Heights,00:00,,6.0
University,02/04/2016,,Polk,44.97155803529809,163 26th ave se,-93.22111178086772,Prospect Park - East River Road,00:00,,2.0
University,02/04/2016,,Polk,44.98311358181355,327 8th ave se,-93.24470444498456,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.942868320253275,623 33rd Street West,-93.28717764731924,Lyndale,00:00,,8.0
Central,02/04/2016,,Polk,44.96795274734464,929 15th st e,-93.26064467131049,Elliot Park,00:00,,6.0
Northeast,02/04/2016,,Polk,44.993968032934646,437 Buchanan St NE,-93.23964022154422,Beltrami,00:00,,3.0
Camden,02/04/2016,,Polk,45.03215850769666,4241 newton av n,-93.30600294206366,Victory,00:00,,4.0
University,02/04/2016,,Polk,44.97425609404964,2533 4th st se,-93.2200615767493,Prospect Park - East River Road,00:00,,2.0
Near North,02/04/2016,,Polk,44.977174100000006,111 logan Ave n,-93.30349059999999,Harrison,00:00,,5.0
University,02/04/2016,,Polk,44.98299998951314,315 8th Ave SE,-93.24479281674532,Marcy Holmes,00:00,,3.0
University,02/04/2016,,Polk,44.9708991547819,2609 Essex st se,-93.2213709483436,Prospect Park - East River Road,00:00,,2.0
University,02/04/2016,,Polk,44.98303785363829,319 8th ave se,-93.24476335949171,Marcy Holmes,00:00,,3.0
Powderhorn,02/04/2016,,Polk,44.944692884579354,1507 32nd St E,-93.25338339369743,Powderhorn Park,00:00,,9.0
Camden,02/04/2016,,Polk,45.024258458529225,3813 girard av n,-93.29695870312544,Webber - Camden,00:00,,4.0
Near North,02/04/2016,,Polk,44.97882370923846,1613 2nd av n,-93.30140932212757,Harrison,00:00,,5.0
Northeast,02/04/2016,,Polk,44.99713216866836,713 Jackson St NE,-93.24983398038692,St. Anthony East,00:00,,3.0
University,02/04/2016,,Polk,44.970856552943026,2617 Essex st se,-93.22126546034396,Prospect Park - East River Road,00:00,,2.0
Northeast,02/04/2016,,Polk,45.00893664881406,927 20TH AVE NE,-93.24722664079272,Windom Park,00:00,,1.0
University,02/04/2016,,Polk,44.9738757000393,2605 4th st se,-93.21912044749149,Prospect Park - East River Road,00:00,,2.0
Central,02/04/2016,,Polk,44.96748841065268,415 oak grove st,-93.28529840593664,Loring Park,00:00,,7.0
Powderhorn,02/04/2016,,Polk,44.959326,2325 plilsbury ave s,-93.280822,Whittier,00:00,,10.0
Calhoun Isle,02/04/2016,,Polk,44.944689600714064,1311 32nd st w,-93.29593011591619,South Uptown,00:00,,10.0
Northeast,02/04/2016,,Polk,44.99560064614077,627 Buchanan St NE,-93.23964883992956,Beltrami,00:00,,3.0
Nokomis,02/04/2016,,Polk,44.91702257477671,4733 18th ave so,-93.2485257638337,Northrop,00:00,,11.0
Northeast,02/04/2016,,Polk,44.995136895128354,1117 Spring St NE,-93.24328625434151,Beltrami,00:00,,3.0
University,02/04/2016,,Polk,44.97135045838891,141 26TH AVE SE,-93.22127424580898,Prospect Park - East River Road,00:00,,2.0
University,02/04/2016,,Polk,44.98313251384175,329 8th ave. Se,-93.24468971635773,Marcy Holmes,00:00,,3.0
Camden,02/04/2016,,Polk,45.018986386901425,3521 HUMBOLDT AVE N,-93.29815670816076,Folwell,00:00,,4.0
Powderhorn,02/04/2016,,Polk,44.94746995091454,3049 elliot ave,-93.2613380616972,Powderhorn Park,00:00,,9.0
Camden,02/04/2016,,Polk,45.0447372305594,4943 Thomas Ave n,-93.31439746071918,Shingle Creek,00:00,,4.0
Northeast,02/04/2016,,Polk,44.995136895128354,1117 Spring St NE,-93.24328625434151,Beltrami,00:00,,3.0
Camden,02/04/2016,,Polk,45.03247711672471,4257 Newton ave n,-93.306010659818,Victory,00:00,,4.0
Central,02/04/2016,,Polk,44.9639148330297,133 19th st e,-93.27512724716033,Steven's Square - Loring Heights,00:00,,6.0
