Location,Latitude,Longitude,Ward,Community,Neighborhood,Tow_Zone,Day,Date,Time,Emergency
602 40TH ST E,44.930566999999996,-93.267202,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
330 40TH ST E,44.930572999999995,-93.270762,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
328 40TH ST E,44.930564000000004,-93.270926,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
308 40TH ST E,44.930583,-93.272183,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
302 40TH ST E,44.930565,-93.272502,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
300 40TH ST E,44.930533000000004,-93.272554,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
208 40TH ST E,44.930562,-93.273671,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
240 39TH ST E,44.932388,-93.273055,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
338 39TH ST E,44.932383,-93.270673,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
340 39TH ST E,44.932371999999994,-93.270443,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
500 39TH ST E,44.932390000000005,-93.26866,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
602 39TH ST E,44.932414,-93.267354,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
608 39TH ST E,44.9324,-93.26711999999999,8,Powderhorn,Bryant,5,2,01/29/2019,00:00,Quincy
612 37TH ST E,44.936019,-93.267191,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
306 37TH ST E,44.935982,-93.272475,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
200 37TH ST E,44.935994,-93.27391800000001,8,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
200 34TH ST E,44.941408,-93.273909,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
856 18TH AVE SE,44.985177,-93.227025,2,University,Como,4,2,01/29/2019,00:00,Quincy
878 18TH AVE SE,44.985912,-93.226946,2,University,Como,4,2,01/29/2019,00:00,Quincy
884 18TH AVE SE,44.986131,-93.226958,2,University,Como,4,2,01/29/2019,00:00,Quincy
908 18TH AVE SE,44.987178,-93.226922,2,University,Como,4,2,01/29/2019,00:00,Quincy
922 18TH AVE SE,44.987404,-93.22694200000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
926 18TH AVE SE,44.987446999999996,-93.22698000000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
1506 BROOK AVE SE,44.986563000000004,-93.230052,2,University,Como,4,2,01/29/2019,00:00,Quincy
1520 BROOK AVE SE,44.98661,-93.229177,2,University,Como,4,2,01/29/2019,00:00,Quincy
952 17TH AVE SE,44.986145,-93.228713,2,University,Como,4,2,01/29/2019,00:00,Quincy
1702 ROLLINS AVE SE,44.985443,-93.228628,2,University,Como,4,2,01/29/2019,00:00,Quincy
1028 17TH AVE SE,44.988496000000005,-93.228222,1,University,Como,4,2,01/29/2019,00:00,Quincy
1036 17TH AVE SE,44.988984,-93.22835699999999,1,University,Como,4,2,01/29/2019,00:00,Quincy
1142 15TH AVE SE,44.992138,-93.231002,1,University,Como,2,2,01/29/2019,00:00,Quincy
1082 15TH AVE SE,44.990347,-93.23073199999999,1,University,Como,4,2,01/29/2019,00:00,Quincy
1054 16TH AVE SE,44.9895,-93.22936999999999,1,University,Como,4,2,01/29/2019,00:00,Quincy
1044 16TH AVE SE,44.988969,-93.22939000000001,1,University,Como,4,2,01/29/2019,00:00,Quincy
1010 16TH AVE SE,44.988208,-93.229331,1,University,Como,4,2,01/29/2019,00:00,Quincy
1004 15TH AVE SE,44.988213,-93.230767,1,University,Como,4,2,01/29/2019,00:00,Quincy
1042 15TH AVE SE,44.989253999999995,-93.230797,1,University,Como,4,2,01/29/2019,00:00,Quincy
1166 14TH AVE SE,44.992814,-93.23208199999999,1,University,Como,2,2,01/29/2019,00:00,Quincy
1098 13TH AVE SE,44.990794,-93.233284,2,University,Como,4,2,01/29/2019,00:00,Quincy
1066 13TH AVE SE,44.990062,-93.233292,2,University,Como,4,2,01/29/2019,00:00,Quincy
1042 13TH AVE SE,44.989298,-93.23332099999999,2,University,Como,4,2,01/29/2019,00:00,Quincy
1020 13TH AVE SE,44.98847,-93.233449,2,University,Como,4,2,01/29/2019,00:00,Quincy
1006 13TH AVE SE,44.988170000000004,-93.23331400000001,2,University,Como,4,2,01/29/2019,00:00,Quincy
1203 TALMAGE AVE SE,44.989759,-93.234566,2,University,Como,4,2,01/29/2019,00:00,Quincy
1307 TALMAGE AVE SE,44.989802000000005,-93.233215,2,University,Como,4,2,01/29/2019,00:00,Quincy
1026 14TH AVE SE,44.988726,-93.231972,1,University,Como,4,2,01/29/2019,00:00,Quincy
1226 BROOK AVE SE,44.987032,-93.233755,2,University,Como,4,2,01/29/2019,00:00,Quincy
1220 BROOK AVE SE,44.98707,-93.233995,2,University,Como,4,2,01/29/2019,00:00,Quincy
1200 BROOK AVE SE,44.987084,-93.234365,2,University,Como,4,2,01/29/2019,00:00,Quincy
1008 12TH AVE SE,44.987976,-93.234545,2,University,Como,4,2,01/29/2019,00:00,Quincy
1400 WINTER ST NE,44.9932,-93.23196999999999,1,University,Como,2,2,01/29/2019,00:00,Quincy
1906 FAIRMOUNT ST SE,44.985927000000004,-93.225371,2,University,Como,4,2,01/29/2019,00:00,Quincy
1908 FAIRMOUNT ST SE,44.986018,-93.225515,2,University,Como,4,2,01/29/2019,00:00,Quincy
2004 FAIRMOUNT ST SE,44.986159,-93.224202,2,University,Como,4,2,01/29/2019,00:00,Quincy
5628 33RD AVE S,44.900838,-93.22429100000001,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5612 33RD AVE S,44.901102,-93.22434200000001,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5604 33RD AVE S,44.901427000000005,-93.224284,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
3108 57TH ST E,44.900331,-93.226813,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
3110 57TH ST E,44.900354,-93.226333,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5516 32ND AVE S,44.90317,-93.22590799999999,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5720 31ST AVE S,44.899873,-93.227124,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5718 31ST AVE S,44.900132,-93.22697,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5454 31ST AVE S,44.903861,-93.22719599999999,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5406 31ST AVE S,44.905052000000005,-93.22737099999999,11,Nokomis,Wenonah,6,2,01/29/2019,00:00,Quincy
5340 31ST AVE S,44.905907,-93.227362,11,Nokomis,Keewaydin,6,2,01/29/2019,00:00,Quincy
5108 31ST AVE S,44.91052,-93.227179,12,Nokomis,Keewaydin,6,2,01/29/2019,00:00,Quincy
4722 38TH AVE S,44.917352,-93.218237,12,Nokomis,Ericsson,6,2,01/29/2019,00:00,Quincy
3100 18TH AVE S,44.946427,-93.248654,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3104 18TH AVE S,44.946432,-93.248676,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3112 18TH AVE S,44.94628,-93.248688,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3118 18TH AVE S,44.946108,-93.248826,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3124 18TH AVE S,44.94562,-93.248677,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3224 18TH AVE S,44.943819,-93.24866800000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3540 18TH AVE S,44.938256,-93.248681,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3630 18TH AVE S,44.936676,-93.24866800000001,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3644 18TH AVE S,44.936383,-93.24866999999999,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3724 18TH AVE S,44.935208,-93.248611,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3730 18TH AVE S,44.935071,-93.24875899999999,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
3736 18TH AVE S,44.935082,-93.248627,9,Powderhorn,Powderhorn Park,6,2,01/29/2019,00:00,Quincy
4700 18TH AVE S,44.917811,-93.249036,11,Nokomis,Northrop,6,2,01/29/2019,00:00,Quincy
3102 PLEASANT AVE,44.946686,-93.283088,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3104 PLEASANT AVE,44.946257,-93.28301,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3236 PLEASANT AVE,44.943721000000004,-93.283057,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
3420 PLEASANT AVE,44.940498,-93.283273,8,Powderhorn,Lyndale,5,2,01/29/2019,00:00,Quincy
1906 FREMONT AVE S,44.96372,-93.295546,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
1904 FREMONT AVE S,44.964135999999996,-93.295647,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
1716 FREMONT AVE S,44.967017999999996,-93.295456,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
1770 FREMONT AVE S,44.966352,-93.295523,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
2008 FREMONT AVE S,44.962493,-93.29581800000001,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
2008 FREMONT AVE S,44.962368,-93.295538,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
2016 FREMONT AVE S,44.962146000000004,-93.295563,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
2212 FREMONT AVE S,44.960365,-93.295622,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2220 FREMONT AVE S,44.960269,-93.295839,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2402 FREMONT AVE S,44.958904,-93.29569000000001,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2410 FREMONT AVE S,44.958766,-93.29568499999999,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2414 FREMONT AVE S,44.958611,-93.29561600000001,7,Calhoun Isle,East Isles,3,2,01/29/2019,00:00,Quincy
2024 EMERSON AVE S,44.962184,-93.294306,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
2022 EMERSON AVE S,44.962238,-93.29444699999999,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
2006 EMERSON AVE S,44.962464000000004,-93.294308,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
1924 EMERSON AVE S,44.963904,-93.294218,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
1912 EMERSON AVE S,44.963922,-93.294314,7,Calhoun Isle,Lowry Hill,3,2,01/29/2019,00:00,Quincy
520 34TH ST E,44.941416,-93.267971,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
606 34TH ST E,44.941401,-93.26719399999999,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
622 34TH ST E,44.941408,-93.26706,9,Powderhorn,Central,5,2,01/29/2019,00:00,Quincy
2006 FAIRMOUNT ST SE,44.986065,-93.223665,2,University,Como,4,2,01/29/2019,00:00,Quincy
2306 FAIRMOUNT ST SE,44.986129,-93.220198,2,University,Como,4,2,01/29/2019,00:00,Quincy
1226 BROOK AVE SE,44.986999999999995,-93.233682,2,University,Como,4,2,01/29/2019,00:00,Quincy
1222 BROOK AVE SE,44.986964,-93.23399,2,University,Como,4,2,01/29/2019,00:00,Quincy
1208 BROOK AVE SE,44.98697,-93.234426,2,University,Como,4,2,01/29/2019,00:00,Quincy
1202 BROOK AVE SE,44.986958,-93.234605,2,University,Como,4,2,01/29/2019,00:00,Quincy
1054 12TH AVE SE,44.989532000000004,-93.234594,2,University,Como,4,2,01/29/2019,00:00,Quincy
1402 WINTER ST NE,44.993279,-93.231989,1,University,Como,2,2,01/29/2019,00:00,Quincy
1200 WINTER ST NE,44.99331,-93.23558100000001,1,University,Mid - City Industrial,2,2,01/29/2019,00:00,Quincy
810 6TH ST SE,44.985592,-93.242094,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
802 6TH ST SE,44.985719,-93.24243,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
716 6TH ST SE,44.986075,-93.243412,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
410 6TH ST SE,44.987728000000004,-93.247523,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
410 6TH ST SE,44.987906,-93.247989,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
404 6TH ST SE,44.987937,-93.248056,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
402 6TH ST SE,44.987977,-93.24815600000001,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
326 7TH ST SE,44.989273,-93.248101,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
326 7TH ST SE,44.989185,-93.247837,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
412 7TH ST SE,44.988671999999994,-93.24669300000001,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
416 7TH ST SE,44.988686,-93.246691,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
418 7TH ST SE,44.988552,-93.24639599999999,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
424 7TH ST SE,44.988513,-93.24620300000001,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
606 7TH ST SE,44.987737,-93.244258,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
606 7TH ST SE,44.987671999999996,-93.244117,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
610 7TH ST SE,44.987598,-93.243994,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
612 7TH ST SE,44.987584000000005,-93.243962,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
626 7TH ST SE,44.987435999999995,-93.24346800000001,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
700 7TH ST SE,44.987262,-93.24294599999999,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
730 7TH ST SE,44.986915,-93.242115,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
806 7TH ST SE,44.986666,-93.241552,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
822 7TH ST SE,44.986346000000005,-93.240825,3,University,Marcy Holmes,4,2,01/29/2019,00:00,Quincy
120 10TH AVE NE,44.997503,-93.266983,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
126 9TH AVE NE,44.996491999999996,-93.266355,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
1130 WASHINGTON ST NE,44.999672,-93.257597,3,Northeast,Sheridan,2,2,01/29/2019,00:00,Quincy
902 SUMMER ST NE,44.996899,-93.249466,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
902 SUMMER ST NE,44.996899,-93.24983399999999,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
692 SUMMER ST NE,44.996905,-93.253099,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
688 SUMMER ST NE,44.996909,-93.25318299999999,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
684 SUMMER ST NE,44.99688,-93.25328499999999,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
674 SUMMER ST NE,44.996893,-93.253879,3,Northeast,St. Anthony East,2,2,01/29/2019,00:00,Quincy
204 7TH AVE NE,44.995340999999996,-93.262709,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
410 7TH AVE NE,44.996311999999996,-93.2598,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
414 6TH AVE NE,44.995163,-93.258475,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
316 6TH AVE NE,44.994677,-93.259858,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
138 6TH AVE NE,44.99369,-93.262771,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
138 6TH AVE NE,44.993586,-93.263113,3,Northeast,St. Anthony West,2,2,01/29/2019,00:00,Quincy
4038 COLFAX AVE N,45.029121999999994,-93.291956,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4132 COLFAX AVE N,45.030823,-93.292004,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4224 COLFAX AVE N,45.032463,-93.291921,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4226 COLFAX AVE N,45.032492,-93.291934,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4144 BRYANT AVE N,45.030642,-93.29061899999999,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4038 BRYANT AVE N,45.028764,-93.29061899999999,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3938 BRYANT AVE N,45.026901,-93.29058,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3652 BRYANT AVE N,45.021856,-93.29055,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3628 BRYANT AVE N,45.020868,-93.29051899999999,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3602 BRYANT AVE N,45.020465,-93.290542,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3526 BRYANT AVE N,45.019406,-93.290538,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3514 BRYANT AVE N,45.019073999999996,-93.29048399999999,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3428 BRYANT AVE N,45.017617,-93.290502,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3416 BRYANT AVE N,45.017352,-93.29055,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3414 BRYANT AVE N,45.017222,-93.29053,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3412 BRYANT AVE N,45.017158,-93.29050500000001,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
2934 BRYANT AVE N,45.010622999999995,-93.290521,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2932 BRYANT AVE N,45.010506,-93.290513,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2930 BRYANT AVE N,45.01044,-93.290501,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2928 BRYANT AVE N,45.010358000000004,-93.29048,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2902 BRYANT AVE N,45.009586999999996,-93.290526,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2724 BRYANT AVE N,45.008573,-93.290491,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2726 BRYANT AVE N,45.008645,-93.29050600000001,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2800 BRYANT AVE N,45.008699,-93.29052,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2802 BRYANT AVE N,45.0087,-93.290522,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2710 BRYANT AVE N,45.008143,-93.290511,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2308 BRYANT AVE N,45.002843,-93.29105899999999,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2208 BRYANT AVE N,45.001894,-93.291039,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2202 BRYANT AVE N,45.001765,-93.29106,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2116 BRYANT AVE N,45.000894,-93.291035,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2112 BRYANT AVE N,45.001007,-93.29103,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
4114 ALDRICH AVE N,45.029776,-93.28935600000001,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4052 ALDRICH AVE N,45.029218,-93.28935200000001,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4050 ALDRICH AVE N,45.029101000000004,-93.28935200000001,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
4044 ALDRICH AVE N,45.028921000000004,-93.289339,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3930 ALDRICH AVE N,45.026714,-93.289327,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3928 ALDRICH AVE N,45.02661,-93.289323,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3924 ALDRICH AVE N,45.026457,-93.289325,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3900 ALDRICH AVE N,45.025884999999995,-93.289314,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3826 ALDRICH AVE N,45.024776,-93.289328,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3824 ALDRICH AVE N,45.024629,-93.289307,4,Camden,Webber - Camden,1,2,01/29/2019,00:00,Quincy
3742 ALDRICH AVE N,45.023345,-93.289289,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3746 ALDRICH AVE N,45.023437,-93.28929699999999,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3726 ALDRICH AVE N,45.022909999999996,-93.28931,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3722 ALDRICH AVE N,45.022845000000004,-93.28930600000001,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3718 ALDRICH AVE N,45.022740999999996,-93.28930799999999,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3700 ALDRICH AVE N,45.022205,-93.28928499999999,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3434 ALDRICH AVE N,45.017655,-93.289265,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3426 ALDRICH AVE N,45.01743,-93.289253,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3322 ALDRICH AVE N,45.015658,-93.289265,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3320 ALDRICH AVE N,45.01558,-93.289266,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
3210 ALDRICH AVE N,45.013465999999994,-93.289252,4,Camden,McKinley,1,2,01/29/2019,00:00,Quincy
2948 ALDRICH AVE N,45.01086,-93.289272,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2816 ALDRICH AVE N,45.009091,-93.289266,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2814 ALDRICH AVE N,45.009002,-93.289241,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2806 ALDRICH AVE N,45.008739,-93.289236,5,Near North,Hawthorne,1,2,01/29/2019,00:00,Quincy
2738 2ND AVE S,44.952483,-93.274189,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2734 2ND AVE S,44.952589,-93.274199,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2732 2ND AVE S,44.952718,-93.274231,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2730 2ND AVE S,44.952828000000004,-93.274212,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2726 2ND AVE S,44.952962,-93.273958,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2718 2ND AVE S,44.953056,-93.274121,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2716 2ND AVE S,44.953298,-93.274056,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2712 2ND AVE S,44.953298,-93.274056,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2710 2ND AVE S,44.953374,-93.274208,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2706 2ND AVE S,44.953578,-93.273978,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2704 2ND AVE S,44.953632,-93.27409200000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2648 2ND AVE S,44.953904,-93.274176,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2636 2ND AVE S,44.954027,-93.274098,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2630 2ND AVE S,44.954524,-93.274149,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2626 2ND AVE S,44.954594,-93.274183,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2624 2ND AVE S,44.954648999999996,-93.27411,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2618 2ND AVE S,44.954791,-93.274172,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2616 2ND AVE S,44.95492,-93.27416600000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2604 2ND AVE S,44.955302,-93.274004,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2530 CLINTON AVE S,44.95622,-93.27136999999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2524 CLINTON AVE S,44.956446,-93.271538,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2520 CLINTON AVE S,44.956628,-93.27141999999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2512 CLINTON AVE S,44.956728000000005,-93.271377,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2510 CLINTON AVE S,44.957146,-93.271493,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2436 CLINTON AVE S,44.957926,-93.271654,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2420 CLINTON AVE S,44.958263,-93.27163399999999,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2410 CLINTON AVE S,44.95878,-93.271469,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2406 CLINTON AVE S,44.95903,-93.271467,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2404 CLINTON AVE S,44.959004,-93.271428,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2314 CLINTON AVE S,44.959474,-93.271528,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2312 CLINTON AVE S,44.959714,-93.27148100000001,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2302 CLINTON AVE S,44.959949,-93.271433,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2300 CLINTON AVE S,44.960167,-93.271625,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
2220 CLINTON AVE S,44.960186,-93.271601,10,Powderhorn,Whittier,3,2,01/29/2019,00:00,Quincy
3906 VAN NEST AVE S,44.932021,-93.278966,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3908 VAN NEST AVE S,44.931492999999996,-93.27895,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3910 VAN NEST AVE S,44.931725,-93.278979,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
3940 VAN NEST AVE S,44.930952000000005,-93.27877600000001,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
4030 BLAISDELL AVE S,44.929288,-93.279255,8,Southwest,King Field,5,2,01/29/2019,00:00,Quincy
